dataset,rep,method_i,method_j,ari
political_blog,19,Non-random,Random Sampling (p=0.8),0.9092348883832525
political_blog,19,Random Projection,Random Sampling (p=0.7),-0.016382963245029865
political_blog,19,Random Projection,Random Sampling (p=0.8),-0.008948500221635075
political_blog,19,Random Sampling (p=0.7),Random Sampling (p=0.8),0.8571989589246897
political_blog,20,Non-random,Random Projection,-0.035037264602513975
political_blog,20,Non-random,Random Sampling (p=0.7),0.9470450091955391
political_blog,20,Non-random,Random Sampling (p=0.8),0.933915312134466
political_blog,20,Random Projection,Random Sampling (p=0.7),-0.034117537401791985
political_blog,20,Random Projection,Random Sampling (p=0.8),-0.034117537401791985
political_blog,20,Random Sampling (p=0.7),Random Sampling (p=0.8),0.8939335776222789
